rating,rating_action_date,obligor_name,rating_outlook
BB,2013-05-08,AirPower Technologies Limited,Stable
BB,2014-04-14,AirPower Technologies Limited,Stable
BB,2015-02-17,AirPower Technologies Limited,Stable
BB,2015-04-30,AirPower Technologies Limited,Stable
BB,2016-03-30,AirPower Technologies Limited,Negative
BB,2016-04-24,AirPower Technologies Limited,Negative
BB,2016-11-14,AirPower Technologies Limited,Negative
B-,2016-12-15,AirPower Technologies Limited,Not Available
CCC-,2016-12-23,AirPower Technologies Limited,Not Available
CCC-,2017-01-04,AirPower Technologies Limited,Negative
CCC-,2017-04-27,AirPower Technologies Limited,Negative
CCC+,2017-08-14,AirPower Technologies Limited,Positive
CCC+,2018-01-03,AirPower Technologies Limited,Not Available
B,2018-01-22,AirPower Technologies Limited,Stable
B+,2018-12-06,AirPower Technologies Limited,Stable
BB-,2019-10-08,AirPower Technologies Limited,Stable
BBB-,2011-05-02,AirTran Holdings Inc.,Stable
NR,2012-06-14,AirTran Holdings Inc.,NR
B,2012-09-21,Airborne Holdings Inc.,Stable
NR,2013-01-14,Airborne Holdings Inc.,NR
A-,2010-09-22,Airbus SE,Stable
A-,2011-09-20,Airbus SE,Positive
A-,2012-10-02,Airbus SE,Positive
A,2013-09-06,Airbus SE,Stable
A,2014-12-04,Airbus SE,Stable
A,2015-09-15,Airbus SE,Positive
A+,2016-09-27,Airbus SE,Stable
A+,2017-06-15,Airbus SE,Stable
A+,2018-06-27,Airbus SE,Stable
A+,2020-03-27,Airbus SE,Not Available
A,2020-05-28,Airbus SE,Negative
BB+,2010-07-27,Aircastle Limited,Stable
BB+,2011-07-29,Aircastle Limited,Stable
BB+,2012-07-27,Aircastle Limited,Stable
BB+,2013-07-31,Aircastle Limited,Stable
BB+,2014-09-30,Aircastle Limited,Stable
BB+,2015-09-17,Aircastle Limited,Stable
BB+,2016-09-26,Aircastle Limited,Stable
BB+,2017-05-15,Aircastle Limited,Positive
BBB-,2018-05-18,Aircastle Limited,Stable
BBB-,2020-04-06,Aircastle Limited,Stable
BBB,2011-05-31,Airgas Inc.,Stable
BBB,2011-08-25,Airgas Inc.,Stable
BBB,2011-09-08,Airgas Inc.,Stable
BBB,2012-08-17,Airgas Inc.,Stable
BBB,2012-11-19,Airgas Inc.,Stable
BBB,2013-07-26,Airgas Inc.,Stable
BBB,2014-08-29,Airgas Inc.,Stable
BBB,2015-08-14,Airgas Inc.,Stable
BBB,2015-11-23,Airgas Inc.,Not Available
A-,2016-05-24,Airgas Inc.,Stable
AAA,2010-12-24,Airport Authority Hong Kong,Stable
AAA,2011-12-07,Airport Authority Hong Kong,Stable
AAA,2012-12-12,Airport Authority Hong Kong,Stable
AAA,2013-07-22,Airport Authority Hong Kong,Stable
AAA,2014-09-30,Airport Authority Hong Kong,Stable
AAA,2015-09-16,Airport Authority Hong Kong,Stable
AAA,2016-04-01,Airport Authority Hong Kong,Negative
AAA,2016-09-27,Airport Authority Hong Kong,Negative
AA+,2017-09-22,Airport Authority Hong Kong,Stable
AA+,2017-09-28,Airport Authority Hong Kong,Stable
AA+,2017-11-17,Airport Authority Hong Kong,Stable
AA+,2018-11-16,Airport Authority Hong Kong,Stable
AA+,2019-11-29,Airport Authority Hong Kong,Stable
AA+,2020-03-20,Airport Authority Hong Kong,Stable
AA+,2020-06-16,Airport Authority Hong Kong,Stable
AA+,2020-07-19,Airport Authority Hong Kong,Stable
AA+,2020-11-26,Airport Authority Hong Kong,Stable
AAA,2010-06-28,Airservices Australia,Stable
AAA,2011-08-18,Airservices Australia,Stable
AAA,2012-08-29,Airservices Australia,Stable
AAA,2013-08-21,Airservices Australia,Stable
AAA,2014-05-06,Airservices Australia,Stable
AAA,2015-03-05,Airservices Australia,Stable
AAA,2015-12-17,Airservices Australia,Stable
AAA,2016-02-08,Airservices Australia,Stable
AAA,2016-07-06,Airservices Australia,Negative
AAA,2016-12-20,Airservices Australia,Negative
AAA,2017-12-18,Airservices Australia,Negative
AAA,2018-03-19,Airservices Australia,Negative
AAA,2018-09-20,Airservices Australia,Stable
AAA,2019-02-21,Airservices Australia,Stable
AAA,2020-02-20,Airservices Australia,Stable
AAA,2020-04-08,Airservices Australia,Negative
AAA,2021-01-21,Airservices Australia,Negative
AAA,2021-06-07,Airservices Australia,Stable
B+,2011-03-14,"Airvana Network Solutions, Inc.",Stable
CCC,2012-02-09,"Airvana Network Solutions, Inc.",Not Available
CCC,2012-04-25,"Airvana Network Solutions, Inc.",Not Available
CCC-,2012-11-20,"Airvana Network Solutions, Inc.",Negative
NR,2013-01-24,"Airvana Network Solutions, Inc.",NR
B,2017-01-19,Airxcel Inc.,Stable
B,2017-12-15,Airxcel Inc.,Stable
B,2018-03-14,Airxcel Inc.,Not Available
B,2018-04-10,Airxcel Inc.,Stable
B,2018-12-06,Airxcel Inc.,Not Available
B,2019-05-20,Airxcel Inc.,Negative
B-,2020-03-20,Airxcel Inc.,Not Available
B-,2020-08-25,Airxcel Inc.,Stable
B,2021-04-21,Airxcel Inc.,Stable
A+,2011-04-25,Aisin Corporation,Negative
A+,2012-04-02,Aisin Corporation,Negative
A+,2013-04-23,Aisin Corporation,Stable
A+,2014-04-23,Aisin Corporation,Stable
A+,2015-04-24,Aisin Corporation,Stable
A+,2016-04-25,Aisin Corporation,Stable
A+,2017-03-28,Aisin Corporation,Stable
A+,2018-03-14,Aisin Corporation,Stable
A+,2020-03-26,Aisin Corporation,Stable
A+,2020-03-30,Aisin Corporation,Not Available
A,2020-05-28,Aisin Corporation,Negative
A,2021-02-24,Aisin Corporation,Stable
AA-,2011-04-27,Ajinomoto Co. Inc.,Stable
AA-,2011-08-30,Ajinomoto Co. Inc.,Stable
AA-,2012-08-30,Ajinomoto Co. Inc.,Stable
AA-,2013-08-28,Ajinomoto Co. Inc.,Stable
AA-,2014-04-10,Ajinomoto Co. Inc.,Stable
AA-,2014-08-25,Ajinomoto Co. Inc.,Stable
AA-,2014-09-16,Ajinomoto Co. Inc.,Not Available
A+,2014-12-01,Ajinomoto Co. Inc.,Stable
A+,2015-08-27,Ajinomoto Co. Inc.,Stable
A+,2016-08-29,Ajinomoto Co. Inc.,Stable
A+,2017-08-25,Ajinomoto Co. Inc.,Stable
A+,2018-08-24,Ajinomoto Co. Inc.,Stable
A+,2020-08-06,Ajinomoto Co. Inc.,Stable
BBB-,2015-06-01,Akelius Residential Property AB,Stable
BBB-,2016-03-07,Akelius Residential Property AB,Stable
BBB-,2017-03-03,Akelius Residential Property AB,Positive
BBB,2017-11-03,Akelius Residential Property AB,Stable
BBB,2018-03-14,Akelius Residential Property AB,Stable
BB+,2017-06-14,Aker BP ASA,Stable
BB+,2017-11-02,Aker BP ASA,Stable
BB+,2018-03-12,Aker BP ASA,Stable
BB+,2018-06-27,Aker BP ASA,Positive
BB+,2019-06-03,Aker BP ASA,Positive
BBB-,2019-11-11,Aker BP ASA,Stable
BBB-,2020-03-25,Aker BP ASA,Negative
BBB-,2020-06-29,Aker BP ASA,Stable
BBB-,2021-04-30,Aker BP ASA,Positive
CCC+,2020-10-21,Akorn Operating Company LLC,Stable
B+,2013-10-16,"Akorn, Inc.",Stable
B+,2014-05-14,"Akorn, Inc.",Not Available
B+,2014-06-10,"Akorn, Inc.",Negative
B+,2014-11-24,"Akorn, Inc.",Negative
B+,2015-03-24,"Akorn, Inc.",Negative
B,2015-11-09,"Akorn, Inc.",Not Available
B,2015-11-25,"Akorn, Inc.",Not Available
B,2016-02-26,"Akorn, Inc.",Not Available
B,2016-05-11,"Akorn, Inc.",Not Available
B+,2016-05-19,"Akorn, Inc.",Stable
B+,2016-11-22,"Akorn, Inc.",Stable
B+,2017-04-10,"Akorn, Inc.",Not Available
B+,2017-11-28,"Akorn, Inc.",Not Available
B+,2018-03-06,"Akorn, Inc.",Not Available
B,2018-05-11,"Akorn, Inc.",Not Available
B,2018-05-31,"Akorn, Inc.",Not Available
B,2018-10-03,"Akorn, Inc.",Stable
B,2018-11-14,"Akorn, Inc.",Negative
B-,2019-01-16,"Akorn, Inc.",Stable
B-,2019-11-05,"Akorn, Inc.",Stable
CCC-,2020-02-13,"Akorn, Inc.",Negative
CC,2020-04-03,"Akorn, Inc.",Not Available
D,2020-05-21,"Akorn, Inc.",Not Available
NR,2020-11-25,"Akorn, Inc.",NR
BB+,2021-05-19,Akropolis Group UAB,Negative
B-,2020-10-20,Akumin Inc.,Stable
BBB+,2010-08-13,Akzo Nobel N.V.,Stable
BBB+,2011-11-07,Akzo Nobel N.V.,Stable
BBB+,2012-09-28,Akzo Nobel N.V.,Stable
BBB+,2012-11-27,Akzo Nobel N.V.,Stable
BBB+,2013-08-19,Akzo Nobel N.V.,Stable
BBB+,2014-10-29,Akzo Nobel N.V.,Stable
BBB+,2015-10-13,Akzo Nobel N.V.,Stable
A-,2016-10-21,Akzo Nobel N.V.,Stable
A-,2017-05-05,Akzo Nobel N.V.,Not Available
A-,2017-10-20,Akzo Nobel N.V.,Negative
BBB+,2018-10-02,Akzo Nobel N.V.,Stable
BBB+,2019-01-22,Akzo Nobel N.V.,Stable
B,2017-06-09,Al Mistral Holdco Ltd.,Stable
B,2018-06-28,Al Mistral Holdco Ltd.,Stable
B-,2019-09-11,Al Mistral Holdco Ltd.,Stable
CCC+,2020-06-15,Al Mistral Holdco Ltd.,Stable
D,2021-03-23,Al Mistral Holdco Ltd.,NM
CCC+,2021-04-07,Al Mistral Holdco Ltd.,Stable
A,2010-09-28,Alabama Power Co.,Stable
A,2011-09-09,Alabama Power Co.,Stable
A,2012-09-18,Alabama Power Co.,Stable
A,2013-05-24,Alabama Power Co.,Negative
A,2013-09-05,Alabama Power Co.,Negative
A,2014-09-24,Alabama Power Co.,Negative
A,2015-03-02,Alabama Power Co.,Negative
A,2015-04-08,Alabama Power Co.,Negative
A,2015-07-08,Alabama Power Co.,Not Available
A-,2015-08-17,Alabama Power Co.,Stable
A-,2015-08-24,Alabama Power Co.,Negative
A-,2015-10-01,Alabama Power Co.,Negative
A-,2016-05-13,Alabama Power Co.,Negative
A-,2016-08-23,Alabama Power Co.,Negative
A-,2017-01-10,Alabama Power Co.,Stable
A-,2017-03-24,Alabama Power Co.,Negative
A-,2017-08-04,Alabama Power Co.,Negative
A-,2018-03-14,Alabama Power Co.,Negative
A-,2018-05-21,Alabama Power Co.,Negative
A-,2018-08-10,Alabama Power Co.,Not Available
A-,2018-08-30,Alabama Power Co.,Not Available
A-,2018-09-28,Alabama Power Co.,Negative
A-,2019-06-26,Alabama Power Co.,Negative
A,2019-09-12,Alabama Power Co.,Negative
A,2020-08-06,Alabama Power Co.,Negative
B,2014-03-07,Alamos Gold Inc.,Stable
B,2015-02-20,Alamos Gold Inc.,Stable
B,2015-04-13,Alamos Gold Inc.,Not Available
B,2015-10-08,Alamos Gold Inc.,Stable
B+,2016-09-22,Alamos Gold Inc.,Stable
B+,2016-10-20,Alamos Gold Inc.,Stable
B+,2017-04-24,Alamos Gold Inc.,Stable
B+,2017-05-10,Alamos Gold Inc.,Stable
B+,2010-08-02,Alaska Air Group Inc.,Stable
BB-,2011-07-29,Alaska Air Group Inc.,Stable
BB-,2012-07-20,Alaska Air Group Inc.,Positive
BB,2013-07-29,Alaska Air Group Inc.,Stable
BB,2013-11-26,Alaska Air Group Inc.,Not Available
BB+,2013-12-17,Alaska Air Group Inc.,Stable
BBB-,2014-11-17,Alaska Air Group Inc.,Stable
BBB-,2015-11-17,Alaska Air Group Inc.,Stable
BBB-,2016-04-04,Alaska Air Group Inc.,Not Available
BBB-,2016-11-22,Alaska Air Group Inc.,Not Available
BB+,2016-12-14,Alaska Air Group Inc.,Stable
BB+,2017-11-06,Alaska Air Group Inc.,Stable
BB+,2018-10-29,Alaska Air Group Inc.,Stable
BB,2020-03-17,Alaska Air Group Inc.,Not Available
BB-,2020-06-09,Alaska Air Group Inc.,Negative
BB-,2021-06-22,Alaska Air Group Inc.,Positive
B+,2010-08-02,Alaska Airlines Inc.,Stable
BB-,2011-07-29,Alaska Airlines Inc.,Stable
BB-,2012-07-20,Alaska Airlines Inc.,Positive
BB,2013-07-29,Alaska Airlines Inc.,Stable
BB,2013-11-26,Alaska Airlines Inc.,Not Available
BB+,2013-12-17,Alaska Airlines Inc.,Stable
BBB-,2014-11-17,Alaska Airlines Inc.,Stable
BBB-,2015-11-17,Alaska Airlines Inc.,Stable
BBB-,2016-04-04,Alaska Airlines Inc.,Not Available
BBB-,2016-11-22,Alaska Airlines Inc.,Not Available
BB+,2016-12-14,Alaska Airlines Inc.,Stable
BB+,2017-11-06,Alaska Airlines Inc.,Stable
BB+,2018-10-29,Alaska Airlines Inc.,Stable
BB,2020-03-17,Alaska Airlines Inc.,Not Available
BB-,2020-06-09,Alaska Airlines Inc.,Negative
BB-,2021-06-22,Alaska Airlines Inc.,Positive
B+,2010-10-01,Alaska Communications Systems Group Inc.,Stable
B+,2011-09-14,Alaska Communications Systems Group Inc.,Negative
B+,2012-06-05,Alaska Communications Systems Group Inc.,Negative
B+,2013-08-26,Alaska Communications Systems Group Inc.,Stable
B+,2014-09-01,Alaska Communications Systems Group Inc.,Stable
B+,2015-02-02,Alaska Communications Systems Group Inc.,Stable
B+,2015-09-28,Alaska Communications Systems Group Inc.,Stable
B+,2015-10-07,Alaska Communications Systems Group Inc.,Stable
B+,2010-10-01,Alaska Communications Systems Holdings Inc.,Stable
B+,2011-09-14,Alaska Communications Systems Holdings Inc.,Negative
B+,2012-06-05,Alaska Communications Systems Holdings Inc.,Negative
B+,2013-08-26,Alaska Communications Systems Holdings Inc.,Stable
B+,2015-02-02,Alaska Communications Systems Holdings Inc.,Stable
B+,2015-09-28,Alaska Communications Systems Holdings Inc.,Stable
B+,2015-10-07,Alaska Communications Systems Holdings Inc.,Stable
B+,2014-04-29,Albaugh LLC,Stable
B+,2015-04-24,Albaugh LLC,Stable
B+,2016-04-15,Albaugh LLC,Stable
B+,2016-07-29,Albaugh LLC,Stable
B+,2017-04-10,Albaugh LLC,Positive
BB-,2018-04-24,Albaugh LLC,Stable
BB-,2020-05-19,Albaugh LLC,Stable
B+,2013-01-07,Albea Beauty Holdings S.A.,Stable
B+,2013-09-13,Albea Beauty Holdings S.A.,Stable
B,2013-11-05,Albea Beauty Holdings S.A.,Stable
B+,2013-11-13,Albea Beauty Holdings S.A.,Stable
B+,2014-11-18,Albea Beauty Holdings S.A.,Stable
B,2015-01-28,Albea Beauty Holdings S.A.,Stable
B,2015-10-08,Albea Beauty Holdings S.A.,Stable
B,2016-10-17,Albea Beauty Holdings S.A.,Stable
B,2017-03-27,Albea Beauty Holdings S.A.,Stable
B,2017-10-20,Albea Beauty Holdings S.A.,Stable
B,2018-01-29,Albea Beauty Holdings S.A.,Stable
B,2020-02-04,Albea Beauty Holdings S.A.,Not Available
B,2020-06-17,Albea Beauty Holdings S.A.,Negative
B,2013-11-05,Albea Beauty Partners S.A.,Stable
NR,2013-11-13,Albea Beauty Partners S.A.,NR
BBB+,2011-05-25,Albemarle Corp.,Stable
BBB+,2012-05-31,Albemarle Corp.,Stable
BBB+,2013-05-31,Albemarle Corp.,Stable
BBB+,2014-06-20,Albemarle Corp.,Stable
BBB+,2014-07-15,Albemarle Corp.,Not Available
BBB-,2014-11-14,Albemarle Corp.,Stable
BBB-,2015-06-12,Albemarle Corp.,Stable
BBB-,2016-06-02,Albemarle Corp.,Stable
BBB,2017-06-05,Albemarle Corp.,Stable
BBB,2018-06-19,Albemarle Corp.,Stable
BBB,2019-02-27,Albemarle Corp.,Stable
BBB,2019-11-08,Albemarle Corp.,Stable
BBB-,2020-04-23,Albemarle Corp.,Stable
BBB-,2021-02-03,Albemarle Corp.,Not Available
BBB,2021-04-29,Albemarle Corp.,Stable
AA-,2013-04-22,Alberta Electric System Operator (AESO),Stable
AA-,2014-05-16,Alberta Electric System Operator (AESO),Stable
AA-,2015-05-25,Alberta Electric System Operator (AESO),Stable
AA-,2016-05-13,Alberta Electric System Operator (AESO),Stable
AA-,2017-05-17,Alberta Electric System Operator (AESO),Stable
AA-,2017-05-30,Alberta Electric System Operator (AESO),Stable
AA-,2018-05-14,Alberta Electric System Operator (AESO),Stable
AA-,2019-06-10,Alberta Electric System Operator (AESO),Stable
B,2014-07-29,Albertson's Holdings LLC,Positive
B,2015-07-24,Albertson's Holdings LLC,Positive
B,2015-10-05,Albertson's Holdings LLC,Not Available
B+,2016-03-25,Albertson's Holdings LLC,Positive
B+,2016-05-23,Albertson's Holdings LLC,Positive
B+,2016-07-25,Albertson's Holdings LLC,Positive
B,2013-02-11,Albertson's LLC,Negative
B,2013-09-10,Albertson's LLC,Negative
B,2014-03-05,Albertson's LLC,Stable
B,2014-03-28,Albertson's LLC,Not Available
B,2014-04-25,Albertson's LLC,Not Available
B,2014-07-29,Albertson's LLC,Positive
B,2015-07-24,Albertson's LLC,Positive
B,2015-10-05,Albertson's LLC,Not Available
B+,2016-03-25,Albertson's LLC,Positive
B+,2016-05-23,Albertson's LLC,Positive
B+,2016-07-25,Albertson's LLC,Positive
B+,2017-07-27,Albertson's LLC,Stable
B+,2017-11-08,Albertson's LLC,Negative
B,2018-01-31,Albertson's LLC,Stable
B,2018-04-18,Albertson's LLC,Stable
B,2018-08-13,Albertson's LLC,Stable
B+,2019-06-28,Albertson's LLC,Stable
BB-,2020-10-30,Albertson's LLC,Positive
BB,2021-06-09,Albertson's LLC,Stable
B+,2016-03-25,Albertsons Companies LLC,Positive
B+,2016-05-23,Albertsons Companies LLC,Positive
B+,2016-07-25,Albertsons Companies LLC,Positive
B+,2017-07-27,Albertsons Companies LLC,Stable
B+,2017-11-08,Albertsons Companies LLC,Negative
B,2018-01-31,Albertsons Companies LLC,Stable
B,2018-04-18,Albertsons Companies LLC,Stable
NR,2018-06-06,Albertsons Companies LLC,NR
B,2018-04-18,"Albertsons Companies, Inc.",Stable
B,2018-08-13,"Albertsons Companies, Inc.",Stable
B+,2019-06-28,"Albertsons Companies, Inc.",Stable
BB-,2020-10-30,"Albertsons Companies, Inc.",Positive
BB,2021-06-09,"Albertsons Companies, Inc.",Stable
B-,2018-07-09,Alcami Corporation,Stable
B-,2019-06-05,Alcami Corporation,Stable
CCC+,2019-07-19,Alcami Corporation,Negative
CCC,2020-06-10,Alcami Corporation,Negative
CCC+,2020-10-09,Alcami Corporation,Stable
B,2011-04-12,Alcatel-Lucent,Stable
B,2012-05-14,Alcatel-Lucent,Stable
B,2012-08-13,Alcatel-Lucent,Negative
B,2012-12-21,Alcatel-Lucent,Not Available
B,2013-02-18,Alcatel-Lucent,Negative
B-,2013-06-21,Alcatel-Lucent,Stable
B-,2013-11-07,Alcatel-Lucent,Positive
B,2014-08-18,Alcatel-Lucent,Stable
B,2015-04-17,Alcatel-Lucent,Not Available
B+,2015-08-05,Alcatel-Lucent,Not Available
B+,2015-12-09,Alcatel-Lucent,Not Available
BB+,2016-03-21,Alcatel-Lucent,Positive
BB+,2016-05-19,Alcatel-Lucent,Positive
BB+,2017-01-10,Alcatel-Lucent,Stable
BB+,2017-05-18,Alcatel-Lucent,Stable
BB+,2017-08-09,Alcatel-Lucent,Stable
B,2011-04-12,Alcatel-Lucent USA Inc.,Stable
B,2012-05-14,Alcatel-Lucent USA Inc.,Stable
B,2012-08-13,Alcatel-Lucent USA Inc.,Negative
B,2012-12-21,Alcatel-Lucent USA Inc.,Not Available
B,2013-02-18,Alcatel-Lucent USA Inc.,Negative
B-,2013-06-21,Alcatel-Lucent USA Inc.,Stable
B-,2013-11-07,Alcatel-Lucent USA Inc.,Positive
B,2014-08-18,Alcatel-Lucent USA Inc.,Stable
B,2015-04-17,Alcatel-Lucent USA Inc.,Not Available
B+,2015-08-05,Alcatel-Lucent USA Inc.,Not Available
B+,2015-12-09,Alcatel-Lucent USA Inc.,Not Available
BB+,2016-03-21,Alcatel-Lucent USA Inc.,Positive
BB+,2016-05-19,Alcatel-Lucent USA Inc.,Positive
BB+,2017-01-10,Alcatel-Lucent USA Inc.,Stable
BB+,2017-05-18,Alcatel-Lucent USA Inc.,Stable
BB+,2017-08-09,Alcatel-Lucent USA Inc.,Stable
B+,2020-07-28,"Alchemy Copyrights, LLC",Stable
B,2018-09-14,"Alchemy International Holdings, LLC",Stable
B,2019-09-25,"Alchemy International Holdings, LLC",Stable
B,2020-01-30,"Alchemy International Holdings, LLC",Stable
B-,2020-10-12,"Alchemy International Holdings, LLC",Stable
BB-,2016-09-20,Alcoa Corp.,Stable
BB-,2017-06-20,Alcoa Corp.,Positive
BB,2017-12-05,Alcoa Corp.,Positive
BB+,2018-05-14,Alcoa Corp.,Stable
BB+,2018-06-29,Alcoa Corp.,Stable
BB+,2020-06-26,Alcoa Corp.,Negative
BB+,2020-12-21,Alcoa Corp.,Stable
BBB,2019-03-22,Alcon Inc,Stable
BBB,2019-09-18,Alcon Inc,Stable
B,2011-03-21,Aldar Properties PJSC,Stable
B,2012-01-11,Aldar Properties PJSC,Stable
B+,2012-04-17,Aldar Properties PJSC,Stable
B+,2013-02-01,Aldar Properties PJSC,Positive
BB,2013-10-21,Aldar Properties PJSC,Stable
BB+,2014-06-05,Aldar Properties PJSC,Stable
BBB-,2014-12-15,Aldar Properties PJSC,Stable
BBB-,2015-12-14,Aldar Properties PJSC,Positive
BBB,2016-08-08,Aldar Properties PJSC,Stable
BBB,2016-12-14,Aldar Properties PJSC,Stable
BBB,2017-12-12,Aldar Properties PJSC,Stable
BBB,2018-05-08,Aldar Properties PJSC,Negative
NR,2018-12-11,Aldar Properties PJSC,NR
B,2019-09-04,"Aldevron, LLC",Stable
B,2021-06-17,"Aldevron, LLC",Not Available
A,2017-01-26,Alectra Inc.,Stable
A,2018-01-12,Alectra Inc.,Stable
A,2018-10-26,Alectra Inc.,Stable
A,2019-01-16,Alectra Inc.,Stable
A,2021-06-09,Alectra Inc.,Negative
B+,2010-09-15,Alere Inc.,Stable
B+,2011-06-17,Alere Inc.,Stable
B+,2012-03-20,Alere Inc.,Negative
B+,2012-06-25,Alere Inc.,Negative
B,2012-11-27,Alere Inc.,Stable
B,2013-06-13,Alere Inc.,Stable
B,2014-07-08,Alere Inc.,Stable
B,2015-06-04,Alere Inc.,Stable
B,2015-06-23,Alere Inc.,Stable
B,2016-02-02,Alere Inc.,Not Available
B,2016-05-06,Alere Inc.,Not Available
B,2016-06-06,Alere Inc.,Not Available
B,2017-06-26,Alere Inc.,Not Available
BB,2017-10-23,Alere Inc.,Stable
B+,2011-02-01,Aleris International Inc.,Stable
B+,2012-03-01,Aleris International Inc.,Stable
B+,2012-10-17,Aleris International Inc.,Negative
B,2013-10-21,Aleris International Inc.,Stable
B,2014-02-11,Aleris International Inc.,Not Available
B,2014-06-24,Aleris International Inc.,Stable
B,2015-06-23,Aleris International Inc.,Stable
B,2016-03-21,Aleris International Inc.,Stable
B,2016-06-13,Aleris International Inc.,Stable
B,2017-06-01,Aleris International Inc.,Negative
B-,2017-12-15,Aleris International Inc.,Stable
B-,2018-05-29,Aleris International Inc.,Stable
B-,2018-06-20,Aleris International Inc.,Stable
B-,2018-07-26,Aleris International Inc.,Not Available
NR,2020-04-20,Aleris International Inc.,NR
CCC+,2020-11-02,"Alert 360 Opco, Inc.",Negative
B+,2011-04-19,Alestra S. de R.L. de C.V.,Not Available
B+,2011-09-01,Alestra S. de R.L. de C.V.,Negative
B+,2012-09-19,Alestra S. de R.L. de C.V.,Stable
B+,2013-08-15,Alestra S. de R.L. de C.V.,Stable
BB,2013-10-03,Alestra S. de R.L. de C.V.,Stable
BB,2014-05-12,Alestra S. de R.L. de C.V.,Stable
BB,2015-06-03,Alestra S. de R.L. de C.V.,Stable
BB,2015-10-02,Alestra S. de R.L. de C.V.,Not Available
BB,2016-01-19,Alestra S. de R.L. de C.V.,Stable
BB,2016-10-26,Alestra S. de R.L. de C.V.,Negative
BB,2016-12-02,Alestra S. de R.L. de C.V.,Negative
BBB+,2010-06-30,Alexander & Baldwin Inc.,Negative
BBB+,2011-06-27,Alexander & Baldwin Inc.,Stable
NR,2011-08-22,Alexander & Baldwin Inc.,NR
BBB-,2011-07-21,Alexandria Real Estate Equities L.P.,Stable
BBB-,2012-07-27,Alexandria Real Estate Equities L.P.,Stable
BBB-,2013-07-16,Alexandria Real Estate Equities L.P.,Stable
BBB-,2014-08-18,Alexandria Real Estate Equities L.P.,Positive
BBB-,2015-08-13,Alexandria Real Estate Equities L.P.,Positive
BBB-,2016-02-16,Alexandria Real Estate Equities L.P.,Positive
BBB,2017-02-10,Alexandria Real Estate Equities L.P.,Stable
BBB,2018-02-01,Alexandria Real Estate Equities L.P.,Positive
BBB+,2019-02-11,Alexandria Real Estate Equities L.P.,Stable
BBB-,2011-07-21,"Alexandria Real Estate Equities, Inc.",Stable
BBB-,2012-07-27,"Alexandria Real Estate Equities, Inc.",Stable
BBB-,2013-07-16,"Alexandria Real Estate Equities, Inc.",Stable
BBB-,2014-08-18,"Alexandria Real Estate Equities, Inc.",Positive
BBB-,2015-08-13,"Alexandria Real Estate Equities, Inc.",Positive
BBB-,2016-02-16,"Alexandria Real Estate Equities, Inc.",Positive
BBB,2017-02-10,"Alexandria Real Estate Equities, Inc.",Stable
BBB,2018-02-01,"Alexandria Real Estate Equities, Inc.",Positive
BBB+,2019-02-11,"Alexandria Real Estate Equities, Inc.",Stable
BBB+,2010-04-21,Alfa Laval AB,Stable
BBB+,2011-06-29,Alfa Laval AB,Positive
BBB+,2012-01-23,Alfa Laval AB,Positive
BBB+,2012-06-07,Alfa Laval AB,Positive
A-,2013-05-08,Alfa Laval AB,Stable
A-,2014-04-07,Alfa Laval AB,Not Available
BBB+,2014-05-26,Alfa Laval AB,Stable
BBB+,2015-05-20,Alfa Laval AB,Stable
BBB+,2016-05-20,Alfa Laval AB,Negative
BBB+,2017-05-26,Alfa Laval AB,Negative
BBB+,2018-05-23,Alfa Laval AB,Stable
BBB+,2019-05-21,Alfa Laval AB,Stable
BBB+,2020-04-01,Alfa Laval AB,Negative
BBB+,2020-07-14,Alfa Laval AB,Not Available
BBB+,2020-11-17,Alfa Laval AB,Stable
BBB+,2010-04-21,Alfa Laval Credit Finance AB,Stable
BBB+,2011-06-29,Alfa Laval Credit Finance AB,Positive
BBB+,2012-01-23,Alfa Laval Credit Finance AB,Positive
BBB,2014-03-11,Alfa S.A.B. de C.V.,Stable
BBB,2014-03-20,Alfa S.A.B. de C.V.,Stable
BBB,2015-05-14,Alfa S.A.B. de C.V.,Stable
BBB,2016-05-31,Alfa S.A.B. de C.V.,Stable
BBB,2017-05-30,Alfa S.A.B. de C.V.,Stable
BBB,2018-05-30,Alfa S.A.B. de C.V.,Stable
BBB,2020-03-19,Alfa S.A.B. de C.V.,Negative
BBB,2020-07-31,Alfa S.A.B. de C.V.,Not Available
BBB-,2020-09-10,Alfa S.A.B. de C.V.,Stable
B,2014-06-03,Alfred Fueling Systems Holdco Ltd.,Stable
B,2015-06-12,Alfred Fueling Systems Holdco Ltd.,Stable
B,2016-06-09,Alfred Fueling Systems Holdco Ltd.,Not Available
NR,2017-01-25,Alfred Fueling Systems Holdco Ltd.,NR
B+,2012-09-18,Algeco Global S.a r.l.,Stable
B,2013-05-24,Algeco Global S.a r.l.,Stable
B,2014-07-31,Algeco Global S.a r.l.,Stable
B-,2015-04-03,Algeco Global S.a r.l.,Stable
B-,2015-07-29,Algeco Global S.a r.l.,Stable
B-,2016-03-16,Algeco Global S.a r.l.,Not Available
B-,2016-07-22,Algeco Global S.a r.l.,Not Available
CCC+,2016-08-15,Algeco Global S.a r.l.,Not Available
CCC,2017-07-25,Algeco Global S.a r.l.,Negative
CCC,2017-12-12,Algeco Global S.a r.l.,Not Available
NR,2018-02-28,Algeco Global S.a r.l.,NR
B-,2011-02-17,Algoma Steel Inc.,Not Available
